method,method_short,scene,mode,run,partial,iteration_offset,iteration,total_iterations,images_seen,stage,training_time_s,wall_time_s,benchmark_overhead_s,psnr,ssim,lpips,eval_l1_loss,eval_photometric_loss,eval_loss,num_gaussians,train_batch_loss,eval_duration_s
Deformable-3DGS (Yang et al.),Deformable-3DGS,standup,target_eval_loss,standup_loss0p002168,False,0,9941,9941,9941,single_stage,360.21913743019104,410.2874085903168,50.06827116012573,35.82265567779541,0.9828602105379105,0.02215627022087574,0.002583625528495759,0.005494858315214506,0.002583625528495759,25584,0.004890918731689453,4.0157434940338135
Deformable-3DGS (Yang et al.),Deformable-3DGS,standup,target_eval_loss,standup_loss0p002168,False,0,10528,10528,10528,single_stage,390.2431080341339,444.3416223526001,54.09851431846619,36.74217853546143,0.9846538037061692,0.02026355448178947,0.0023475795984268188,0.004947302937507621,0.0023475795984268188,26263,0.004167154431343079,4.014948129653931
Deformable-3DGS (Yang et al.),Deformable-3DGS,standup,target_eval_loss,standup_loss0p002168,False,0,11106,11106,11106,single_stage,420.25165724754333,478.3798096179962,58.12815237045288,36.52960624694824,0.9843148678541184,0.01978274961002171,0.0023908049799501894,0.005049670413136477,0.0023908049799501894,26878,0.008179612457752228,4.05144190788269
Deformable-3DGS (Yang et al.),Deformable-3DGS,standup,target_eval_loss,standup_loss0p002168,False,0,11679,11679,11679,single_stage,450.29817485809326,512.4921960830688,62.194021224975586,36.50329542160034,0.984843772649765,0.018492538365535438,0.002370232460089028,0.004927431438118229,0.002370232460089028,27287,0.004370998591184616,4.040572881698608
Deformable-3DGS (Yang et al.),Deformable-3DGS,standup,target_eval_loss,standup_loss0p002168,False,0,12243,12243,12243,single_stage,480.3141539096832,546.5635035037994,66.24934959411621,36.51270761489868,0.9845729440450668,0.018091180315241217,0.0024345961341168732,0.005033088098280141,0.0024345961341168732,27383,0.0021396316587924957,4.06729531288147
Deformable-3DGS (Yang et al.),Deformable-3DGS,standup,target_eval_loss,standup_loss0p002168,False,0,12809,12809,12809,single_stage,510.33753752708435,580.6710867881775,70.33354926109314,37.37243461608887,0.9865058362483978,0.0166865564417094,0.0021269967197440564,0.00440043012611568,0.0021269967197440564,27738,0.0060996999964118,4.061162948608398
Deformable-3DGS (Yang et al.),Deformable-3DGS,standup,target_eval_loss,standup_loss0p002168,False,0,13374,13374,13374,single_stage,540.3730385303497,614.7817981243134,74.40875959396362,36.97640237808228,0.9856203526258469,0.016380266356281935,0.0022542083694133907,0.004679296170361331,0.0022542083694133907,27975,0.0025964961387217045,4.037909984588623
Deformable-3DGS (Yang et al.),Deformable-3DGS,standup,target_eval_loss,standup_loss0p002168,False,0,13935,13935,13935,single_stage,570.3881418704987,648.8569386005402,78.4687967300415,38.28516101837158,0.9870454519987106,0.01505405546631664,0.002105791037320159,0.004275542430114001,0.002105791037320159,28231,0.003362259827554226,4.04617977142334
Deformable-3DGS (Yang et al.),Deformable-3DGS,standup,target_eval_loss,standup_loss0p002168,False,0,14494,14494,14494,single_stage,600.4456169605255,682.9745328426361,82.5289158821106,39.17211990356445,0.9896876096725464,0.013744797836989165,0.0017834077356383205,0.0034892042540013704,0.0017834077356383205,28430,0.004029746633023024,4.060300588607788
Deformable-3DGS (Yang et al.),Deformable-3DGS,trex,iterations,trex_iters30000,False,0,1,1,1,single_stage,6.4373016357421875e-06,6.4373016357421875e-06,0.0,6.591754293441772,0.05269089015200734,0.19024215787649154,0.45145948976278305,0.550629413779825,0.45145948976278305,100000,0.537904679775238,7.0266273021698
Deformable-3DGS (Yang et al.),Deformable-3DGS,trex,iterations,trex_iters30000,False,0,1000,1000,1000,single_stage,32.14773344993591,39.18804597854614,7.0403125286102295,16.16830768585205,0.8222767978906631,0.1595077708363533,0.056856109760701656,0.08102952823042872,0.056856109760701656,7627,0.03253578394651413,3.807697057723999
Deformable-3DGS (Yang et al.),Deformable-3DGS,trex,iterations,trex_iters30000,False,0,2000,2000,2000,single_stage,52.95448112487793,63.8172128200531,10.862731695175171,15.105411720275878,0.8065364301204682,0.1700560711324215,0.0674545556306839,0.09265635848045349,0.0674545556306839,20899,0.02797573059797287,3.921481132507324
Deformable-3DGS (Yang et al.),Deformable-3DGS,trex,iterations,trex_iters30000,False,0,3000,3000,3000,single_stage,74.71772813796997,89.51579475402832,14.79806661605835,14.757712268829346,0.7989070117473602,0.17464479804039001,0.07172775268554688,0.09760079979896547,0.07172775268554688,32759,0.10429568588733673,4.140983819961548
Deformable-3DGS (Yang et al.),Deformable-3DGS,trex,iterations,trex_iters30000,False,0,4000,4000,4000,single_stage,137.31505846977234,156.2675745487213,18.952516078948975,24.23373794555664,0.9527012288570404,0.052140481397509576,0.011636823881417513,0.018769213333725922,0.011636823881417513,38085,0.017995506525039673,4.0751378536224365
Deformable-3DGS (Yang et al.),Deformable-3DGS,trex,iterations,trex_iters30000,False,0,5000,5000,5000,single_stage,215.60485649108887,238.64581561088562,23.040959119796753,26.51271495819092,0.9620492577552795,0.04050345402210951,0.00858392808586359,0.014457290917634973,0.00858392808586359,53521,0.01319904625415802,4.2127368450164795
Deformable-3DGS (Yang et al.),Deformable-3DGS,trex,iterations,trex_iters30000,False,0,6000,6000,6000,single_stage,311.7382471561432,339.00772523880005,27.26947808265686,27.67248668670654,0.9684713870286942,0.03370724152773619,0.007453826442360878,0.012268783748149867,0.007453826442360878,66880,0.008665650151669979,4.376140832901001
Deformable-3DGS (Yang et al.),Deformable-3DGS,trex,iterations,trex_iters30000,False,0,7000,7000,7000,single_stage,419.3565163612366,451.01742696762085,31.660910606384277,28.773130226135255,0.9739844471216201,0.028557579312473536,0.006285521783865988,0.010231528002768765,0.006285521783865988,73386,0.01371929980814457,4.445089340209961
Deformable-3DGS (Yang et al.),Deformable-3DGS,trex,iterations,trex_iters30000,False,0,8000,8000,8000,single_stage,536.9071295261383,573.0246710777283,36.117541551589966,29.102033424377442,0.9730154365301132,0.026439302740618585,0.006152500095777213,0.010318912770599122,0.006152500095777213,80463,0.007860185578465462,4.502511978149414
Deformable-3DGS (Yang et al.),Deformable-3DGS,trex,iterations,trex_iters30000,False,0,9000,9000,9000,single_stage,661.4302268028259,702.0628292560577,40.63260245323181,29.640172004699707,0.975845816731453,0.023557700542733075,0.005834796722047031,0.009498674031347028,0.005834796722047031,85871,0.005474596284329891,4.556962251663208
Deformable-3DGS (Yang et al.),Deformable-3DGS,trex,iterations,trex_iters30000,False,0,10000,10000,10000,single_stage,788.9599936008453,834.1624071598053,45.20241355895996,30.903119850158692,0.9804693728685379,0.020402037352323533,0.004936550604179501,0.00785536590963603,0.004936550604179501,87311,0.003964983858168125,4.56395411491394
Deformable-3DGS (Yang et al.),Deformable-3DGS,trex,iterations,trex_iters30000,False,0,11000,11000,11000,single_stage,920.5800478458405,970.3592841625214,49.77923631668091,31.604449939727782,0.9826517611742019,0.018698162445798517,0.004437756107654423,0.007019852651283151,0.004437756107654423,90473,0.004243514500558376,4.597758531570435
Deformable-3DGS (Yang et al.),Deformable-3DGS,trex,iterations,trex_iters30000,False,0,12000,12000,12000,single_stage,1055.2125008106232,1109.6078827381134,54.395381927490234,32.81120862960815,0.9854959219694137,0.016847130237147213,0.0038670148234814404,0.00599442746490241,0.0038670148234814404,92875,0.007288904394954443,4.598408937454224
Deformable-3DGS (Yang et al.),Deformable-3DGS,trex,iterations,trex_iters30000,False,0,13000,13000,13000,single_stage,1191.4135203361511,1250.4217846393585,59.0082643032074,33.54949903488159,0.9872666865587234,0.015635053068399428,0.0035241661360487344,0.005365995597094306,0.0035241661360487344,93079,0.00320413988083601,4.6174187660217285
Deformable-3DGS (Yang et al.),Deformable-3DGS,trex,iterations,trex_iters30000,False,0,14000,14000,14000,single_stage,1329.1711213588715,1392.812852859497,63.64173150062561,34.06778335571289,0.9879936188459396,0.014767013862729073,0.0033511835965327917,0.005082223108038311,0.0033511835965327917,94607,0.0058514769189059734,4.634417533874512
Deformable-3DGS (Yang et al.),Deformable-3DGS,trex,iterations,trex_iters30000,False,0,15000,15000,15000,single_stage,1468.500496149063,1536.789678812027,68.28918266296387,34.45960674285889,0.9886846005916595,0.01405875668860972,0.003188436903292313,0.0048138294043019465,0.003188436903292313,95768,0.002840915694832802,4.650500774383545
Deformable-3DGS (Yang et al.),Deformable-3DGS,trex,iterations,trex_iters30000,False,0,16000,16000,16000,single_stage,1607.7528853416443,1680.706012248993,72.95312690734863,34.99429655075073,0.9900353789329529,0.01329798074439168,0.0029287128476426006,0.004335894491523501,0.0029287128476426006,95768,0.005985706113278866,4.645458459854126
Deformable-3DGS (Yang et al.),Deformable-3DGS,trex,iterations,trex_iters30000,False,0,17000,17000,17000,single_stage,1746.9772834777832,1824.5900437831879,77.61276030540466,35.07924041748047,0.9897423952817916,0.013025075569748879,0.0029500875330995767,0.004411590970121333,0.0029500875330995767,95768,0.002423739992082119,4.643797397613525
Deformable-3DGS (Yang et al.),Deformable-3DGS,trex,iterations,trex_iters30000,False,0,18000,18000,18000,single_stage,1886.081342458725,1968.3528673648834,82.27152490615845,35.95735998153687,0.991258117556572,0.012373204715549946,0.0026461049856152385,0.00386526047717779,0.0026461049856152385,95768,0.003552940906956792,4.655188322067261
Deformable-3DGS (Yang et al.),Deformable-3DGS,trex,iterations,trex_iters30000,False,0,19000,19000,19000,single_stage,2025.1136646270752,2112.0525155067444,86.93885087966919,36.01428060531616,0.9911743104457855,0.012120166746899485,0.0026431734731886536,0.0038796766893938184,0.0026431734731886536,95768,0.0025422449689358473,4.6550798416137695
Deformable-3DGS (Yang et al.),Deformable-3DGS,trex,iterations,trex_iters30000,False,0,20000,20000,20000,single_stage,2164.0983757972717,2255.7053606510162,91.6069848537445,36.417918014526364,0.9919309467077255,0.01176253070589155,0.002466100116726011,0.003586690751835704,0.002466100116726011,95768,0.002060896949842572,4.6256103515625
Deformable-3DGS (Yang et al.),Deformable-3DGS,trex,iterations,trex_iters30000,False,0,21000,21000,21000,single_stage,2303.004987478256,2399.2518088817596,96.24682140350342,36.657694053649905,0.9921667784452438,0.0114944581175223,0.0023983684252016245,0.0034853390511125374,0.0023983684252016245,95768,0.002273139776661992,4.650893211364746
Deformable-3DGS (Yang et al.),Deformable-3DGS,trex,iterations,trex_iters30000,False,0,22000,22000,22000,single_stage,2441.911064386368,2542.822278022766,100.91121363639832,36.46743688583374,0.9918297231197357,0.01145635915454477,0.0024694167543202637,0.0036095887795090675,0.0024694167543202637,95768,0.0020748472306877375,4.637518405914307
Deformable-3DGS (Yang et al.),Deformable-3DGS,trex,iterations,trex_iters30000,False,0,23000,23000,23000,single_stage,2581.073438644409,2686.6449749469757,105.57153630256653,36.71017856597901,0.9920528590679168,0.011324655334465205,0.002431479649385437,0.0035346119059249804,0.002431479649385437,95768,0.003651405218988657,4.644736051559448
Deformable-3DGS (Yang et al.),Deformable-3DGS,trex,iterations,trex_iters30000,False,0,24000,24000,24000,single_stage,2719.98970580101,2830.222217321396,110.23251152038574,37.01252460479736,0.9926282227039337,0.011016533733345569,0.002321079041576013,0.0033312186924740715,0.002321079041576013,95768,0.002020567422732711,4.645845174789429
Deformable-3DGS (Yang et al.),Deformable-3DGS,trex,iterations,trex_iters30000,False,0,25000,25000,25000,single_stage,2859.180532693863,2974.0722105503082,114.89167785644531,37.25858573913574,0.9926856279373169,0.01086381422355771,0.002267390151973814,0.0032767865341156817,0.002267390151973814,95768,0.002362526021897793,4.651572942733765
Deformable-3DGS (Yang et al.),Deformable-3DGS,trex,iterations,trex_iters30000,False,0,26000,26000,26000,single_stage,2998.317122220993,3117.8746519088745,119.55752968788147,37.22271575927734,0.9927329003810883,0.010861506150104106,0.0022884565172716976,0.003284185137599698,0.0022884565172716976,95768,0.0028678509406745434,4.641694784164429
Deformable-3DGS (Yang et al.),Deformable-3DGS,trex,iterations,trex_iters30000,False,0,27000,27000,27000,single_stage,3137.0647864341736,3261.288601875305,124.22381544113159,37.3915735244751,0.9928653359413147,0.010749081778340042,0.0022239823243580758,0.0032061186712235303,0.0022239823243580758,95768,0.0017493129707872868,4.652621269226074
Deformable-3DGS (Yang et al.),Deformable-3DGS,trex,iterations,trex_iters30000,False,0,28000,28000,28000,single_stage,3276.0929074287415,3404.9866540431976,128.89374661445618,37.567173385620116,0.9930026769638062,0.010654306248761713,0.0021854896564036607,0.003147856332361694,0.0021854896564036607,95768,0.0035208147019147873,4.654752254486084
Deformable-3DGS (Yang et al.),Deformable-3DGS,trex,iterations,trex_iters30000,False,0,29000,29000,29000,single_stage,3414.7510669231415,3548.313868522644,133.56280159950256,37.62625026702881,0.9930182754993438,0.010604570293799043,0.002185181528329849,0.0031444901227951094,0.002185181528329849,95768,0.0018038442358374596,4.642181158065796
Deformable-3DGS (Yang et al.),Deformable-3DGS,trex,iterations,trex_iters30000,False,0,30000,30000,30000,single_stage,3553.6607089042664,3691.8788759708405,138.2181670665741,37.67088356018066,0.9930766344070434,0.010465209255926311,0.0021571319841314105,0.003110378705896446,0.0021571319841314105,95768,0.0014059001114219427,4.6440348625183105
Deformable-3DGS (Yang et al.),Deformable-3DGS,trex,target_eval_loss,trex_loss0p005793,False,0,1,1,1,single_stage,5.9604644775390625e-06,5.9604644775390625e-06,0.0,6.591754293441772,0.05269089015200734,0.19024215787649154,0.45145948976278305,0.550629413779825,0.45145948976278305,100000,0.537904679775238,6.755118131637573
Deformable-3DGS (Yang et al.),Deformable-3DGS,trex,target_eval_loss,trex_loss0p005793,False,0,899,899,899,single_stage,30.006906032562256,36.77293872833252,6.766032695770264,16.445631313323975,0.8251924365758896,0.1579121954739094,0.05438951421529055,0.07847312405705453,0.05438951421529055,6411,0.027326539158821106,3.93888258934021
Deformable-3DGS (Yang et al.),Deformable-3DGS,trex,target_eval_loss,trex_loss0p005793,False,0,2316,2316,2316,single_stage,60.01901364326477,70.73892259597778,10.719908952713013,14.876439380645753,0.8034979999065399,0.1721569389104843,0.07012836486101151,0.09540309190750124,0.07012836486101151,26120,0.02908647432923317,4.053252696990967
Deformable-3DGS (Yang et al.),Deformable-3DGS,trex,target_eval_loss,trex_loss0p005793,False,0,3231,3231,3231,single_stage,90.05519127845764,104.85555648803711,14.800365209579468,21.59527349472046,0.9414257854223251,0.06765256021171809,0.016485686181113124,0.024903391860425474,0.016485686181113124,28481,0.02463066391646862,4.057617425918579
Deformable-3DGS (Yang et al.),Deformable-3DGS,trex,target_eval_loss,trex_loss0p005793,False,0,3711,3711,3711,single_stage,120.06220865249634,138.93455243110657,18.87234377861023,23.54603214263916,0.9482072800397873,0.058759022317826745,0.012903038132935762,0.020680974498391156,0.012903038132935762,36071,0.02116492949426174,4.16441535949707
Deformable-3DGS (Yang et al.),Deformable-3DGS,trex,target_eval_loss,trex_loss0p005793,False,0,4137,4137,4137,single_stage,150.06406426429749,173.1142656803131,23.050201416015625,24.880387687683104,0.95686477124691,0.04947724603116512,0.010252408962696791,0.016828972920775422,0.010252408962696791,42317,0.02127574011683464,4.189724445343018
Deformable-3DGS (Yang et al.),Deformable-3DGS,trex,target_eval_loss,trex_loss0p005793,False,0,4521,4521,4521,single_stage,180.10454678535461,207.3599555492401,27.255408763885498,25.386941814422606,0.9587230265140534,0.04655000288039446,0.009842267958447337,0.016129209063947193,0.009842267958447337,48670,0.022055502980947495,4.275085210800171
